model_id,provider,repo_name,canonical_model_key,family,base_hint,unaligned,is_packaged,packaging_detected,quant_detected,created_at,last_modified,license,downloads,likes
netcat420/MFANN-llama3.1-abliterated-SLERP-v3.1-Q6_K-GGUF,netcat420,MFANN-llama3.1-abliterated-SLERP-v3.1-Q6_K-GGUF,mfann-llama3-1-abliterated-slerp-v3-1,llama,netcat420/mfann-llama3.1-abliterated-slerp-v3.1,True,,gguf,q6_k,2024-10-08 19:35:31+00:00,2024-10-08 22:37:50+00:00,,13,
evolveon/Mistral-7B-Instruct-v0.3-abliterated,evolveon,Mistral-7B-Instruct-v0.3-abliterated,mistral-7b-instruct-v0-3,mistral,mistralai/mistral-7b-instruct-v0.3,True,,safetensors,,2024-10-14 03:36:33+00:00,2024-10-14 16:32:33+00:00,,13,1
huihui-ai/Mistral-Nemo-Instruct-2407-abliterated,huihui-ai,Mistral-Nemo-Instruct-2407-abliterated,mistral-nemo-instruct-2407,mistral,mistralai/mistral-nemo-instruct-2407,True,,"pt,safetensors",,2024-11-12 07:19:30+00:00,2024-11-12 09:47:57+00:00,,13,1
Goekdeniz-Guelmez/Josiefied-Qwen2.5-0.5B-Instruct-abliterated-v1,Goekdeniz-Guelmez,Josiefied-Qwen2.5-0.5B-Instruct-abliterated-v1,qwen2-5-0-5b-instruct,qwen,qwen/qwen2.5-0.5b-instruct,True,,safetensors,,2024-11-17 19:36:45+00:00,2025-03-07 18:39:36+00:00,,13,1
Goekdeniz-Guelmez/Josiefied-Qwen2.5-Coder-7B-Instruct-abliterated-v1,Goekdeniz-Guelmez,Josiefied-Qwen2.5-Coder-7B-Instruct-abliterated-v1,qwen2-5-coder-7b-instruct,qwen,qwen/qwen2.5-coder-7b-instruct,True,,"gguf,safetensors",,2024-11-19 19:29:13+00:00,2025-04-08 20:06:57+00:00,,13,2
huihui-ai/CodeLlama-13b-Instruct-hf-abliterated,huihui-ai,CodeLlama-13b-Instruct-hf-abliterated,codellama-13b-instruct-hf,llama,meta-llama/codellama-13b-instruct-hf,True,,safetensors,,2024-11-20 01:30:46+00:00,2024-11-21 00:07:45+00:00,,13,1
Triangle104/Mistral-Small-Instruct-2409-abliterated-Q5_K_S-GGUF,Triangle104,Mistral-Small-Instruct-2409-abliterated-Q5_K_S-GGUF,mistral-small-instruct-2409-abliterated,mistral,byroneverson/mistral-small-instruct-2409-abliterated,True,,gguf,q5_k_s,2024-11-24 23:10:40+00:00,2024-11-24 23:11:47+00:00,,13,
mradermacher/Qwen2.5-3B-Instruct-abliterated-Evol-CoT_SLERP-GGUF,mradermacher,Qwen2.5-3B-Instruct-abliterated-Evol-CoT_SLERP-GGUF,qwen2-5-3b-instruct-abliterated-evol-cot-slerp,qwen,triangle104/qwen2.5-3b-instruct-abliterated-evol-cot_slerp,True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2024-12-05 23:57:22+00:00,2024-12-06 00:50:36+00:00,,13,1
Triangle104/aya-expanse-8b-abliterated-Q8_0-GGUF,Triangle104,aya-expanse-8b-abliterated-Q8_0-GGUF,aya-expanse-8b-abliterated,aya,huihui-ai/aya-expanse-8b-abliterated,True,,"gguf,pt",q8_0,2024-12-14 05:07:30+00:00,2024-12-14 05:08:09+00:00,,13,
itlwas/aya-expanse-32b-abliterated-Q4_K_M-GGUF,itlwas,aya-expanse-32b-abliterated-Q4_K_M-GGUF,aya-expanse-32b-abliterated,aya,huihui-ai/aya-expanse-32b-abliterated,True,,"gguf,pt",q4_k_m,2024-12-17 19:39:59+00:00,2024-12-17 19:41:25+00:00,,13,
huihui-ai/Falcon3-10B-Instruct-abliterated,huihui-ai,Falcon3-10B-Instruct-abliterated,falcon3-10b-instruct,falcon,tiiuae/falcon3-10b-instruct,True,,"pt,safetensors",,2024-12-22 10:45:48+00:00,2024-12-23 00:55:29+00:00,,13,1
T145/ZEUS-8B-V2-abliterated,T145,ZEUS-8B-V2-abliterated,zeus-8b-v2,zeus,['t145/zeus-8b-v2'],True,,safetensors,,2024-12-30 07:46:11+00:00,2024-12-31 21:26:13+00:00,,13,2
Felladrin/gguf-Q4_0-Qwen2.5-Coder-32B-Instruct-abliterated,Felladrin,gguf-Q4_0-Qwen2.5-Coder-32B-Instruct-abliterated,qwen2-5-coder-32b-instruct-abliterated,qwen,huihui-ai/qwen2.5-coder-32b-instruct-abliterated,True,,gguf,q4_0,2025-01-06 16:56:59+00:00,2025-01-06 16:58:23+00:00,,13,
Triangle104/phi-4-abliterated-Q6_K-GGUF,Triangle104,phi-4-abliterated-Q6_K-GGUF,phi-4-abliterated,phi,huihui-ai/phi-4-abliterated,True,,gguf,q6_k,2025-01-10 14:30:30+00:00,2025-01-10 14:31:21+00:00,,13,
Triangle104/DeepSeek-R1-Distill-Llama-8B-Abliterated-Q5_K_S-GGUF,Triangle104,DeepSeek-R1-Distill-Llama-8B-Abliterated-Q5_K_S-GGUF,deepseek-r1-distill-llama-8b-abliterated,llama,huihui-ai/deepseek-r1-distill-llama-8b-abliterated,True,,gguf,q5_k_s,2025-01-21 19:50:16+00:00,2025-01-25 14:39:03+00:00,,13,
lianzhuzhu/DeepSeek-R1-Distill-Llama-8B-abliterate-Q4_K_M-GGUF,lianzhuzhu,DeepSeek-R1-Distill-Llama-8B-abliterate-Q4_K_M-GGUF,deepseek-r1-distill-llama-8b-abliterate,llama,collinzrj/deepseek-r1-distill-llama-8b-abliterate,True,,gguf,q4_k_m,2025-01-28 09:02:27+00:00,2025-01-28 09:02:54+00:00,,12,
mlx-community/Josiefied-Qwen2.5-Coder-7B-Instruct-abliterated-v1,mlx-community,Josiefied-Qwen2.5-Coder-7B-Instruct-abliterated-v1,josiefied-qwen2-5-coder-7b-instruct-abliterated-v1,qwen,goekdeniz-guelmez/josiefied-qwen2.5-coder-7b-instruct-abliterated-v1,True,,"gguf,safetensors",,2025-02-08 13:13:22+00:00,2025-02-16 14:05:35+00:00,,11,
goldenp/DeepSeek-R1-Distill-Qwen-7B-abliterated-v2-Q4_K_M-GGUF,goldenp,DeepSeek-R1-Distill-Qwen-7B-abliterated-v2-Q4_K_M-GGUF,deepseek-r1-distill-qwen-7b-abliterated-v2,qwen,huihui-ai/deepseek-r1-distill-qwen-7b-abliterated-v2,True,,gguf,q4_k_m,2025-02-09 17:42:06+00:00,2025-02-09 17:42:30+00:00,,11,
Triangle104/DeepSeek-R1-Distill-Qwen-32B-abliterated-Q4_K_M-GGUF,Triangle104,DeepSeek-R1-Distill-Qwen-32B-abliterated-Q4_K_M-GGUF,deepseek-r1-distill-qwen-32b-abliterated,qwen,huihui-ai/deepseek-r1-distill-qwen-32b-abliterated,True,,gguf,q4_k_m,2025-02-11 11:58:36+00:00,2025-02-11 12:00:06+00:00,,12,
BernTheCreator/EXAONE-3.5-2.4B-Instruct-abliterated-Q4_0-GGUF,BernTheCreator,EXAONE-3.5-2.4B-Instruct-abliterated-Q4_0-GGUF,exaone-3-5-2-4b-instruct-abliterated,exaone,huihui-ai/exaone-3.5-2.4b-instruct-abliterated,True,,gguf,q4_0,2025-03-02 01:16:09+00:00,2025-03-02 01:21:31+00:00,,13,
awhiteside/QwQ-32B-abliterated-3bit,awhiteside,QwQ-32B-abliterated-3bit,qwq-32b-abliterated,qwq,huihui-ai/qwq-32b-abliterated,True,,safetensors,,2025-03-11 08:00:09+00:00,2025-03-11 08:01:29+00:00,,13,
prithivMLmods/Bellatrix-Tiny-1B-R1-abliterated,prithivMLmods,Bellatrix-Tiny-1B-R1-abliterated,bellatrix-tiny-1b-r1,bellatrix,['prithivmlmods/bellatrix-tiny-1b-r1'],True,,safetensors,,2025-03-19 00:12:40+00:00,2025-03-19 04:25:11+00:00,,13,
mshojaei77/gemma-3-4b-persian-v0-abliterated-Q8_0-GGUF,mshojaei77,gemma-3-4b-persian-v0-abliterated-Q8_0-GGUF,gemma-3-4b-persian-v0-abliterated,gemma,mshojaei77/gemma-3-4b-persian-v0-abliterated,True,,gguf,q8_0,2025-03-19 01:25:27+00:00,2025-03-19 01:25:46+00:00,,13,1
featherless-ai-quants/eldoprano-DeepSeek-R1-Distill-Llama-8B-abliterated-GGUF,featherless-ai-quants,eldoprano-DeepSeek-R1-Distill-Llama-8B-abliterated-GGUF,deepseek-r1-distill-llama-8b-abliterated,llama,eldoprano/deepseek-r1-distill-llama-8b-abliterated,True,,gguf,"iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2025-03-19 17:00:30+00:00,2025-04-15 00:26:01+00:00,,13,
Fmuaddib/Yi-1.5-9B-Chat-abliterated-mlx-8Bit,Fmuaddib,Yi-1.5-9B-Chat-abliterated-mlx-8Bit,yi-1-5-9b-chat-abliterated,yi,byroneverson/yi-1.5-9b-chat-abliterated,True,,safetensors,"8-bit,8bit",2025-03-24 22:44:52+00:00,2025-03-24 22:45:25+00:00,,13,
Triangle104/Arcee-Blitz-abliterated-Q5_K_M-GGUF,Triangle104,Arcee-Blitz-abliterated-Q5_K_M-GGUF,arcee-blitz-abliterated,arcee,huihui-ai/arcee-blitz-abliterated,True,,gguf,q5_k_m,2025-03-28 22:23:18+00:00,2025-03-28 22:24:36+00:00,,13,
Triangle104/Phi-4-mini-instruct-abliterated-Q4_K_S-GGUF,Triangle104,Phi-4-mini-instruct-abliterated-Q4_K_S-GGUF,phi-4-mini-instruct-abliterated,phi,huihui-ai/phi-4-mini-instruct-abliterated,True,,"gguf,pt",q4_k_s,2025-03-29 02:12:08+00:00,2025-03-29 02:12:22+00:00,,13,
Triangle104/Phi-4-mini-instruct-abliterated-Q4_K_M-GGUF,Triangle104,Phi-4-mini-instruct-abliterated-Q4_K_M-GGUF,phi-4-mini-instruct-abliterated,phi,huihui-ai/phi-4-mini-instruct-abliterated,True,,"gguf,pt",q4_k_m,2025-03-29 02:13:52+00:00,2025-03-29 02:14:05+00:00,,13,
Triangle104/Phi-4-mini-instruct-abliterated-Q8_0-GGUF,Triangle104,Phi-4-mini-instruct-abliterated-Q8_0-GGUF,phi-4-mini-instruct-abliterated,phi,huihui-ai/phi-4-mini-instruct-abliterated,True,,"gguf,pt",q8_0,2025-03-29 02:23:21+00:00,2025-03-29 02:23:45+00:00,,13,1
lunahr/apriel-5b-instruct-abliterated,lunahr,apriel-5b-instruct-abliterated,apriel-5b-instruct,apriel,['servicenow-ai/apriel-5b-instruct'],True,,safetensors,,2025-04-13 08:50:46+00:00,2025-04-13 13:00:20+00:00,,13,1
Georgsius/Meta-Llama-3.1-8B-Instruct-abliterated,Georgsius,Meta-Llama-3.1-8B-Instruct-abliterated,llama-3-1-8b-instruct,llama,meta-llama/meta-llama-3.1-8b-instruct,True,,safetensors,,2025-04-13 10:23:18+00:00,2025-04-13 11:42:53+00:00,,13,1
Triangle104/DeepSeek-R1-Distill-Qwen-1.5B-abliterated-Q5_K_M-GGUF,Triangle104,DeepSeek-R1-Distill-Qwen-1.5B-abliterated-Q5_K_M-GGUF,deepseek-r1-distill-qwen-1-5b-abliterated,qwen,huihui-ai/deepseek-r1-distill-qwen-1.5b-abliterated,True,,gguf,q5_k_m,2025-04-16 11:42:43+00:00,2025-04-16 11:42:50+00:00,,13,
nytopop/Mistral-Small-24B-Instruct-2501-abliterated.w4a16,nytopop,Mistral-Small-24B-Instruct-2501-abliterated.w4a16,mistral-small-24b-instruct-2501-abliterated,mistral,huihui-ai/mistral-small-24b-instruct-2501-abliterated,True,,safetensors,,2025-04-20 19:20:09+00:00,2025-04-20 19:23:19+00:00,,13,
Merlinoz11/GLM-4-32B-0414-abliterated-Q5_K_M-GGUF,Merlinoz11,GLM-4-32B-0414-abliterated-Q5_K_M-GGUF,glm-4-32b-0414-abliterated,glm,huihui-ai/glm-4-32b-0414-abliterated,True,,gguf,q5_k_m,2025-04-22 08:40:41+00:00,2025-04-22 08:42:25+00:00,,13,
nbeerbower/Qwen3-4B-abliterated-TIES,nbeerbower,Qwen3-4B-abliterated-TIES,qwen3-4b-base,qwen,"['qwen/qwen3-4b-base', 'huihui-ai/qwen3-4b-abliterated']",True,,safetensors,,2025-05-02 18:48:54+00:00,2025-05-04 00:35:43+00:00,,13,
Sowkwndms/DeepSeek-R1-0528-Qwen3-8B-abliterated-Q5_K_M-GGUF,Sowkwndms,DeepSeek-R1-0528-Qwen3-8B-abliterated-Q5_K_M-GGUF,deepseek-r1-0528-qwen3-8b-abliterated,qwen,huihui-ai/deepseek-r1-0528-qwen3-8b-abliterated,True,,gguf,q5_k_m,2025-05-30 09:47:01+00:00,2025-05-30 09:47:29+00:00,,13,
Triangle104/mlabonne_gemma-3-12b-it-abliterated-v2-Q5_K_M-GGUF,Triangle104,mlabonne_gemma-3-12b-it-abliterated-v2-Q5_K_M-GGUF,gemma-3-12b-it-abliterated-v2,gemma,mlabonne/gemma-3-12b-it-abliterated-v2,True,,gguf,q5_k_m,2025-06-02 02:32:27+00:00,2025-06-02 02:33:02+00:00,,13,
Triangle104/Josiefied-Qwen3-14B-abliterated-v3-Q4_K_M-GGUF,Triangle104,Josiefied-Qwen3-14B-abliterated-v3-Q4_K_M-GGUF,josiefied-qwen3-14b-abliterated-v3,qwen,goekdeniz-guelmez/josiefied-qwen3-14b-abliterated-v3,True,,gguf,q4_k_m,2025-06-03 11:41:47+00:00,2025-06-03 11:46:45+00:00,,13,
huihui-ai/Huihui-MoE-57B-A32B-abliterated,huihui-ai,Huihui-MoE-57B-A32B-abliterated,qwen3-32b-abliterated,qwen,"['huihui-ai/qwen3-32b-abliterated', 'roslein/qwen3-32b-abliterated']",True,,safetensors,,2025-06-16 00:42:59+00:00,2025-06-18 15:34:54+00:00,,13,
Fentible/gemma-3-4b-it-abliterated-IQ3_XXS-GGUF,Fentible,gemma-3-4b-it-abliterated-IQ3_XXS-GGUF,gemma-3-4b-it-abliterated,gemma,mlabonne/gemma-3-4b-it-abliterated,True,,gguf,"imatrix,iq3_xxs",2025-06-22 15:15:32+00:00,2025-06-22 15:15:44+00:00,,13,
mradermacher/L3-8B-sunfall-abliterated-v0.1-GGUF,mradermacher,L3-8B-sunfall-abliterated-v0.1-GGUF,l3-8b-sunfall-abliterated-v0-1,l3,crestf411/l3-8b-sunfall-abliterated-v0.1,True,,gguf,"iq3_m,iq3_s,iq3_xs,iq4_xs,q2_k,q3_k_l,q3_k_m,q3_k_s,q4_k_m,q4_k_s,q5_k_m,q5_k_s,q6_k,q8_0",2024-06-02 12:49:19+00:00,2024-06-02 13:17:26+00:00,,12,1
SkyNotion/NeuralDaredevil-8B-abliterated-Q4_K_M-GGUF,SkyNotion,NeuralDaredevil-8B-abliterated-Q4_K_M-GGUF,neuraldaredevil-8b-abliterated,neuraldaredevil,mlabonne/neuraldaredevil-8b-abliterated,True,,gguf,q4_k_m,2024-07-30 17:51:19+00:00,2024-07-30 17:51:41+00:00,,12,
phi0112358/gemma-2-2b-it-abliterated-Q8_0-GGUF,phi0112358,gemma-2-2b-it-abliterated-Q8_0-GGUF,gemma-2-2b-it-abliterated,gemma,ilyagusev/gemma-2-2b-it-abliterated,True,,gguf,q8_0,2024-08-10 22:11:53+00:00,2024-08-10 22:12:20+00:00,,12,
Stark2008/Phi-3-medium-4k-instruct-abliterated-v3-Q3_K_M-GGUF,Stark2008,Phi-3-medium-4k-instruct-abliterated-v3-Q3_K_M-GGUF,phi-3-medium-4k-instruct-abliterated-v3,phi,failspy/phi-3-medium-4k-instruct-abliterated-v3,True,,gguf,q3_k_m,2024-08-12 09:27:22+00:00,2024-08-12 09:27:51+00:00,,12,
mylesgoose/Meta-Llama-3.1-8B-Instruct-goose-abliterated,mylesgoose,Meta-Llama-3.1-8B-Instruct-goose-abliterated,llama-3-1-8b-instruct,llama,meta-llama/meta-llama-3.1-8b-instruct,True,,safetensors,,2024-09-08 09:01:39+00:00,2024-09-24 22:32:53+00:00,,12,1
nielsijzerman/NeuralAirDevil-8B-abliterated-Airoboros_trained-iq4_nl-imat.GGUF,nielsijzerman,NeuralAirDevil-8B-abliterated-Airoboros_trained-iq4_nl-imat.GGUF,neuraldaredevil-8b-abliterated,neuraldaredevil,mlabonne/neuraldaredevil-8b-abliterated,True,,gguf,"imatrix,iq4_nl",2024-09-26 03:33:58+00:00,2024-09-26 04:02:47+00:00,,12,
SzilviaB/SzilviaB-Daredevil-LongWriter-8B_abliterated,SzilviaB,SzilviaB-Daredevil-LongWriter-8B_abliterated,longwriter-llama3-1-8b,llama,"['mlabonne/neuraldaredevil-8b-abliterated', 'thudm/longwriter-llama3.1-8b']",True,,safetensors,,2024-10-03 19:47:52+00:00,2024-10-03 19:53:05+00:00,,12,2
byroneverson/LongWriter-glm4-9b-abliterated-gguf,byroneverson,LongWriter-glm4-9b-abliterated-gguf,longwriter-glm4-9b-abliterated,glm,byroneverson/longwriter-glm4-9b-abliterated,True,,gguf,q4_k_m,2024-10-19 06:07:56+00:00,2024-10-19 06:14:55+00:00,,12,3
genevera/Llama-3.2-3B-Instruct-abliterated-Q8_0-GGUF,genevera,Llama-3.2-3B-Instruct-abliterated-Q8_0-GGUF,llama-3-2-3b-instruct-abliterated,llama,huihui-ai/llama-3.2-3b-instruct-abliterated,True,,gguf,q8_0,2024-10-19 21:20:28+00:00,2024-10-19 21:20:55+00:00,,12,
openerotica/Mistral-Small-Instruct-2409-abliterated-4.5bpw-exl2,openerotica,Mistral-Small-Instruct-2409-abliterated-4.5bpw-exl2,mistral-small-instruct-2409,mistral,['mistralai/mistral-small-instruct-2409'],True,,safetensors,exl2,2024-11-10 07:52:50+00:00,2024-11-11 14:28:26+00:00,,12,2
brianmatzelle/llama3.2-1b-instruct-hasanpiker-abliterated,brianmatzelle,llama3.2-1b-instruct-hasanpiker-abliterated,llama-3-2-1b-instruct-abliterated,llama,huihui-ai/llama-3.2-1b-instruct-abliterated,True,,safetensors,,2024-12-02 21:35:30+00:00,2024-12-02 21:36:45+00:00,,12,
huihui-ai/deepthought-8b-abliterated,huihui-ai,deepthought-8b-abliterated,deepthought-8b-llama-v0-01-alpha,llama,ruliad/deepthought-8b-llama-v0.01-alpha,True,,safetensors,,2024-12-06 11:24:58+00:00,2024-12-06 13:10:31+00:00,,12,4
Orion-zhen/llama-3.3-70b-instruct-abliterated,Orion-zhen,llama-3.3-70b-instruct-abliterated,llama-3-3-70b-instruct,llama,['meta-llama/llama-3.3-70b-instruct'],True,,safetensors,,2024-12-13 11:30:17+00:00,2024-12-14 14:12:47+00:00,,12,1
Orion-zhen/Megrez-3B-Instruct-abliterated,Orion-zhen,Megrez-3B-Instruct-abliterated,megrez-3b-instruct,megrez,['infinigence/megrez-3b-instruct'],True,,safetensors,,2024-12-18 12:45:25+00:00,2024-12-28 09:47:51+00:00,,12,8
Triangle104/Hermes-3-Llama-3.2-3B-abliterated-Q8_0-GGUF,Triangle104,Hermes-3-Llama-3.2-3B-abliterated-Q8_0-GGUF,hermes-3-llama-3-2-3b-abliterated,llama,huihui-ai/hermes-3-llama-3.2-3b-abliterated,True,,gguf,q8_0,2024-12-19 14:19:27+00:00,2024-12-19 14:19:44+00:00,,12,1
MaziyarPanahi/Qwen2.5-Coder-14B-Instruct-abliterated-GGUF,MaziyarPanahi,Qwen2.5-Coder-14B-Instruct-abliterated-GGUF,qwen2-5-coder-14b-instruct-abliterated,qwen,huihui-ai/qwen2.5-coder-14b-instruct-abliterated,True,,gguf,"4-bit,8-bit,fp16,q5_k_m,q5_k_s,q6_k,q8_0",2024-12-20 11:50:16+00:00,2024-12-20 12:28:28+00:00,,12,
huihui-ai/Falcon3-7B-Instruct-abliterated,huihui-ai,Falcon3-7B-Instruct-abliterated,falcon3-7b-instruct,falcon,tiiuae/falcon3-7b-instruct,True,,"pt,safetensors",,2024-12-22 09:01:06+00:00,2024-12-23 00:54:56+00:00,,12,1
Triangle104/granite-3.1-8b-instruct-abliterated-Q5_K_M-GGUF,Triangle104,granite-3.1-8b-instruct-abliterated-Q5_K_M-GGUF,granite-3-1-8b-instruct-abliterated,granite,huihui-ai/granite-3.1-8b-instruct-abliterated,True,,gguf,q5_k_m,2024-12-26 14:47:54+00:00,2024-12-26 14:48:18+00:00,,12,
T145/ZEUS-8B-V17-abliterated-V4,T145,ZEUS-8B-V17-abliterated-V4,l3-1-dark-planet-spinfire-uncensored-8b,llama,"['orenguteng/llama-3.1-8b-lexi-uncensored-v2', 'arcee-ai/llama-3.1-supernova-lite', 'vagosolutions/llama-3.1-sauerkrautlm-8b-instruct', 'unsloth/llama-3.1-storm-8b', 'davidau/l3.1-dark-planet-spinfire-uncensored-8b', 'unsloth/meta-llama-3.1-8b-instruct']",True,,safetensors,,2025-01-04 22:43:34+00:00,2025-01-07 01:29:19+00:00,,12,4
huihui-ai/Dria-Agent-a-7B-abliterated,huihui-ai,Dria-Agent-a-7B-abliterated,dria-agent-a-7b,dria,['driaforall/dria-agent-a-7b'],True,,safetensors,,2025-01-20 12:55:57+00:00,2025-01-20 13:21:45+00:00,,12,3
Triangle104/Dria-Agent-a-7B-abliterated-Q5_K_M-GGUF,Triangle104,Dria-Agent-a-7B-abliterated-Q5_K_M-GGUF,dria-agent-a-7b-abliterated,dria,huihui-ai/dria-agent-a-7b-abliterated,True,,gguf,q5_k_m,2025-01-22 22:11:49+00:00,2025-01-22 22:12:14+00:00,,11,
Triangle104/Dria-Agent-a-7B-abliterated-Q8_0-GGUF,Triangle104,Dria-Agent-a-7B-abliterated-Q8_0-GGUF,dria-agent-a-7b-abliterated,dria,huihui-ai/dria-agent-a-7b-abliterated,True,,gguf,q8_0,2025-01-22 22:24:44+00:00,2025-01-22 22:25:19+00:00,,9,
havenwood/DeepSeek-R1-Distill-Qwen-32B-abliterated-Q5_K_M-GGUF,havenwood,DeepSeek-R1-Distill-Qwen-32B-abliterated-Q5_K_M-GGUF,deepseek-r1-distill-qwen-32b-abliterated,qwen,huihui-ai/deepseek-r1-distill-qwen-32b-abliterated,True,,gguf,q5_k_m,2025-01-23 20:29:17+00:00,2025-01-23 20:31:05+00:00,,12,1
Triangle104/DeepSeek-R1-Distill-Qwen-14B-abliterated-v2-Q8_0-GGUF,Triangle104,DeepSeek-R1-Distill-Qwen-14B-abliterated-v2-Q8_0-GGUF,deepseek-r1-distill-qwen-14b-abliterated-v2,qwen,huihui-ai/deepseek-r1-distill-qwen-14b-abliterated-v2,True,,gguf,q8_0,2025-01-27 12:43:38+00:00,2025-01-27 12:44:46+00:00,,12,1
Triangle104/Qwen2.5-7B-Instruct-1M-abliterated-Q4_K_M-GGUF,Triangle104,Qwen2.5-7B-Instruct-1M-abliterated-Q4_K_M-GGUF,qwen2-5-7b-instruct-1m-abliterated,qwen,huihui-ai/qwen2.5-7b-instruct-1m-abliterated,True,,gguf,q4_k_m,2025-01-29 06:24:05+00:00,2025-01-29 06:24:29+00:00,,8,1
Triangle104/Qwen2.5-7B-Instruct-1M-abliterated-Q5_K_M-GGUF,Triangle104,Qwen2.5-7B-Instruct-1M-abliterated-Q5_K_M-GGUF,qwen2-5-7b-instruct-1m-abliterated,qwen,huihui-ai/qwen2.5-7b-instruct-1m-abliterated,True,,gguf,q5_k_m,2025-01-29 06:31:49+00:00,2025-01-29 06:32:14+00:00,,9,1
Triangle104/Qwen2.5-14B-Instruct-1M-abliterated-Q4_K_S-GGUF,Triangle104,Qwen2.5-14B-Instruct-1M-abliterated-Q4_K_S-GGUF,qwen2-5-14b-instruct-1m-abliterated,qwen,huihui-ai/qwen2.5-14b-instruct-1m-abliterated,True,,gguf,q4_k_s,2025-02-02 04:52:28+00:00,2025-02-02 04:53:07+00:00,,11,1
Triangle104/Dolphin3.0-R1-Mistral-24B-abliterated-Q5_K_M-GGUF,Triangle104,Dolphin3.0-R1-Mistral-24B-abliterated-Q5_K_M-GGUF,dolphin3-0-r1-mistral-24b-abliterated,mistral,huihui-ai/dolphin3.0-r1-mistral-24b-abliterated,True,,gguf,q5_k_m,2025-02-11 10:08:09+00:00,2025-02-11 10:09:29+00:00,,12,
Triangle104/DeepSeek-R1-Distill-Qwen-32B-abliterated-Q5_K_S-GGUF,Triangle104,DeepSeek-R1-Distill-Qwen-32B-abliterated-Q5_K_S-GGUF,deepseek-r1-distill-qwen-32b-abliterated,qwen,huihui-ai/deepseek-r1-distill-qwen-32b-abliterated,True,,gguf,q5_k_s,2025-02-11 13:02:37+00:00,2025-02-11 13:04:24+00:00,,11,
bigwinboy/DeepSeek-R1-Distill-Llama-8B-abliterated-Q4_K_M-GGUF,bigwinboy,DeepSeek-R1-Distill-Llama-8B-abliterated-Q4_K_M-GGUF,deepseek-r1-distill-llama-8b-abliterated,llama,huihui-ai/deepseek-r1-distill-llama-8b-abliterated,True,,gguf,q4_k_m,2025-02-13 06:47:18+00:00,2025-02-13 06:47:57+00:00,,7,
Impulse2000/s1.1-32B-abliterated-Q8_0-GGUF,Impulse2000,s1.1-32B-abliterated-Q8_0-GGUF,s1-1-32b-abliterated,s1.1,huihui-ai/s1.1-32b-abliterated,True,,gguf,q8_0,2025-02-14 15:18:26+00:00,2025-02-14 15:21:13+00:00,,9,
mlx-community/Falcon3-10B-Instruct-abliterated-8bit,mlx-community,Falcon3-10B-Instruct-abliterated-8bit,falcon3-10b-instruct-abliterated,falcon,huihui-ai/falcon3-10b-instruct-abliterated,True,,"pt,safetensors","8-bit,8bit",2025-02-19 11:06:00+00:00,2025-02-19 20:45:14+00:00,,12,
mlx-community/Qwen2.5-7B-Instruct-1M-abliterated-6bit,mlx-community,Qwen2.5-7B-Instruct-1M-abliterated-6bit,qwen2-5-7b-instruct-1m-abliterated,qwen,huihui-ai/qwen2.5-7b-instruct-1m-abliterated,True,,safetensors,,2025-02-19 11:23:31+00:00,2025-02-19 20:36:17+00:00,,12,
mlx-community/Megrez-3B-Instruct-abliterated-6bit,mlx-community,Megrez-3B-Instruct-abliterated-6bit,megrez-3b-instruct-abliterated,megrez,huihui-ai/megrez-3b-instruct-abliterated,True,,safetensors,,2025-02-26 14:24:31+00:00,2025-02-26 14:35:14+00:00,,9,
KYUNGYONG/QwQ-32B-abliterated-3bit,KYUNGYONG,QwQ-32B-abliterated-3bit,qwq-32b-abliterated,qwq,huihui-ai/qwq-32b-abliterated,True,,safetensors,,2025-03-10 08:02:58+00:00,2025-03-10 08:03:42+00:00,,11,
Triangle104/gemma-3-12b-it-abliterated-Q5_K_M-GGUF,Triangle104,gemma-3-12b-it-abliterated-Q5_K_M-GGUF,gemma-3-12b-it-abliterated,gemma,huihui-ai/gemma-3-12b-it-abliterated,True,,gguf,q5_k_m,2025-03-18 02:44:53+00:00,2025-03-25 11:40:40+00:00,,12,
nhe-ai/Daredevil-8B-abliterated-mlx-4Bit,nhe-ai,Daredevil-8B-abliterated-mlx-4Bit,daredevil-8b-abliterated,daredevil,mlabonne/daredevil-8b-abliterated,True,,safetensors,"4-bit,4bit",2025-03-24 15:50:05+00:00,2025-03-24 15:50:26+00:00,,12,
nytopop/Llama-3.1-8B-Instruct-abliterated.w8a8,nytopop,Llama-3.1-8B-Instruct-abliterated.w8a8,meta-llama-3-1-8b-instruct-abliterated,llama,huihui-ai/meta-llama-3.1-8b-instruct-abliterated,True,,safetensors,8-bit,2025-04-19 19:49:21+00:00,2025-04-19 19:53:42+00:00,,12,
